cbsa10,cbsaname10,responses,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,total_nz,total_rz,maxden5,maxden4,maxden3,maxden2,maxden1,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,zri_median,zri_range,zri_median_up,zri_range_up,zri_median_st,zri_range_st,zri_median_up_st,zri_range_up_st,cc_zri,noncc_zri_max,zri_diff,zri_abs_diff,zri_full,zri_full_st
35660,"Niles-Benton Harbor, MI Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,2,3,0.5,0,0.5,0,0,0,40,40,2,2,1.5,1,1.156644348,0.297983708,0.709774583,0.297877911,-1.175845088,-0.904060067,-1.213450853,-0.931182411,NA,NA,NA,NA,NA,NA
35840,"North Port-Bradenton-Sarasota, FL Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0.666666667,0.333333333,0,0.333333333,0.333333333,2,2.333333333,1,0,0,0,0,0.666666667,45,46.66666667,3.666666667,2,1.5,1,2.446356049,1.059748886,2.107593914,0.281815239,0.521290992,-0.28468772,0.622569813,-0.948505102,2.021273671,3.081022557,1.059748886,1.059748886,3.506104935,0.88414147
35980,"Norwich-New London, CT Metropolitan Statistical Area",9,0,0,0,0,0,0,1,1,0.555555556,0.111111111,0,0.333333333,0.555555556,1.333333333,2.666666667,0.333333333,0.111111111,0.333333333,0.111111111,0.111111111,0.888888889,36.11111111,36.66666667,3.083333333,3.5,3.055555556,3.677777778,2.30762747,2.345839522,2.000506826,1.8392406,0.338737576,0.761000634,0.481912074,0.731090737,2.601971115,2.925407491,0.323436376,0.323436376,2.631063846,0.272813574
36140,"Ocean City, NJ Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,3,0,0,0,1,0,0,30,30,2.25,2.5,1.125,1,1.530172567,0,0.986181809,0.543990758,-0.684318015,-1.146343219,-0.850392933,-0.66576352,NA,NA,NA,NA,NA,NA
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",11,0,0,0,0,0,0,1,0.818181818,0.090909091,0.454545455,0.181818182,0.090909091,0.272727273,2.363636364,2.454545455,0.454545455,0.363636364,0.181818182,0,0,0.636363636,29,28.18181818,2.022727273,1.772727273,2.272727273,2.181818182,2.104903711,2.386000931,1.582639929,1.768920917,0.071972682,0.793654879,-0.066951603,0.655254905,2.141005305,3.393653426,1.25264812,1.25264812,3.357551831,0.780358165
36420,"Oklahoma City, OK Metropolitan Statistical Area",13,0,0,0,0,0,0,1,0.769230769,0,0.461538462,0.076923077,0.230769231,0.230769231,2.153846154,2.923076923,0.384615385,0.538461538,0.076923077,0,0,0.384615385,31.80769231,33.46153846,2.727272727,2.272727273,1.846153846,1.576923077,1.868317684,2.277494558,1.368155563,1.644826638,-0.239351688,0.705431041,-0.348674513,0.52142619,3.393653426,2.260518777,-1.133134649,1.133134649,0.735183035,-1.051701174
36500,"Olympia, WA Metropolitan Statistical Area",2,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0,0,0.5,3,2.5,1,0,0,0,0,1,41,77.5,2,2,2,1,3.902361013,2.419798973,3.536456347,1.976108894,2.437252952,0.821135227,2.499365262,0.87869551,5.112260499,2.692461527,-2.419798973,2.419798973,1.48256204,-0.529561539
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.833333333,0.166666667,0.333333333,0,0.166666667,0.5,2.166666667,3,0.833333333,0,0.166666667,0,0,0.166666667,37.16666667,33.33333333,4,9.333333333,2.083333333,1.833333333,2.65271987,2.171227511,1.746523318,1.719259406,0.792845857,0.619027945,0.148307466,0.601697754,3.476863713,2.99781227,-0.479051442,0.479051442,2.173668428,-0.04673551
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",9,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,1,0.888888889,0.555555556,0.222222222,0.111111111,0.333333333,0.333333333,2.666666667,2.555555556,0.666666667,0.333333333,0,0,0,0.777777778,31.05555556,28.22222222,2.833333333,5.666666667,1.638888889,1.444444444,3.23803836,2.167587449,2.77543826,1.635666721,1.563068479,0.616068301,1.499776184,0.511547735,3.321248647,3.869064806,0.547816159,0.547816159,3.785854519,1.079582263
36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0.333333333,40.83333333,38.33333333,2.25,2.666666667,3,2,1.821208991,0,1.057259565,0.368141687,-0.301342179,-1.146343219,-0.757033065,-0.855406873,1.821208991,1.821208991,0,0,1.821208991,-0.292973417
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",7,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,1,0.714285714,1,0.285714286,0.142857143,0,0.571428571,2.428571429,2,0.714285714,0.285714286,0,0,0,1,32.14285714,31.42857143,2.428571429,2.428571429,1.5,1,2.972516184,3.090986828,2.766906208,2.655250045,1.213666931,1.366861402,1.488569425,1.611111124,2.141005305,5.112260499,2.971255194,2.971255194,5.943771378,2.587162639
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.5,0.666666667,0.666666667,0,0.166666667,0.166666667,2.333333333,3,0.666666667,0.166666667,0.166666667,0,0,0.666666667,41,44.33333333,2.833333333,2.333333333,1.833333333,1.666666667,2.454755837,2.120478756,1.898859291,1.775261108,0.532344302,0.577765392,0.34839913,0.662092445,2.957650861,2.692461527,-0.265189335,0.265189335,2.189566502,-0.035628676
37620,"Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5,2.5,0.5,0,0.5,0,0,0,33.75,35,2.5,2,1.75,1.75,0.684815691,1.241641022,0.203966596,0.525794724,-1.796726047,-0.136795742,-1.877824209,-0.685386921,1.305636202,0.06399518,-1.241641022,1.241641022,-0.556825331,-1.954333937
37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,1,36,36,4,6,2,1,1.821208991,0,1.592418059,0.228790932,-0.301342179,-1.146343219,-0.054108134,-1.005688841,NA,NA,NA,NA,NA,NA
37900,"Peoria, IL Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0,0,1,0,0,0,2.333333333,3,0.333333333,0.666666667,0,0,0,0,37.5,43.33333333,2.333333333,1.666666667,1.75,1.666666667,1.305636202,0.395841155,0.615460362,0.332984873,-0.979786193,-0.824494607,-1.33733157,-0.893321524,NA,NA,NA,NA,NA,NA
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",59,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,1,0.898305085,0.271186441,0.338983051,0.118644068,0.288135593,0.254237288,1.915254237,2.677966102,0.457627119,0.372881356,0.118644068,0.016949153,0.033898305,0.440677966,35.63559322,40.10169492,2.887755102,3.234693878,1.736016949,1.423728814,2.260518777,3.960684692,1.729857014,3.54178092,0.276747085,2.073991135,0.126416455,2.567184914,2.692461527,3.473223651,0.780762124,0.780762124,3.041280901,0.559402549
38060,"Phoenix-Mesa-Glendale, AZ Metropolitan Statistical Area",18,0,0,0,0,0,0,1,0.611111111,0.166666667,0.166666667,0,0.333333333,0.5,2.277777778,2.833333333,0.611111111,0.222222222,0.166666667,0,0,0.722222222,28.44444444,26.05555556,2.071428571,4.642857143,2.002777778,1.472222222,2.484059512,3.615592292,2.110181712,3.029296059,0.57090511,1.793405075,0.625968859,2.014498756,3.476863713,3.869064806,0.392201093,0.392201093,2.876260605,0.444114809
38220,"Pine Bluff, AR Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,0,0,0,0,1,35,35,2.5,2,2,2,1.150021136,0,1.226836042,0.076814906,-1.184560596,-1.146343219,-0.534296185,-1.169586455,1.150021136,NA,NA,NA,NA,NA
38300,"Pittsburgh, PA Metropolitan Statistical Area",44,0,0,0,0,0,0,1,0.75,0.022727273,0.522727273,0.159090909,0.204545455,0.113636364,1.863636364,2.840909091,0.363636364,0.318181818,0.181818182,0.113636364,0.022727273,0.227272727,34.5952381,40.4047619,2.916666667,2.972222222,1.649534884,1.392093023,1.476116591,2.607721635,1.055493259,1.774412237,-0.75545046,0.973930476,-0.759353088,0.661176986,2.296620371,2.99781227,0.701191899,0.701191899,2.17730849,-0.044192462
38340,"Pittsfield, MA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0.5,1.5,3,0.5,0,0,0.5,0,0.5,34.25,46,3.5,4,1.5,1.5,1.6121849,0.641675372,1.265014208,0.001640849,-0.576397703,-0.624612911,-0.484149574,-1.250657457,NA,NA,NA,NA,NA,NA
38540,"Pocatello, ID Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,1,0,0,0,1.5,2,1,0,0,0,0,1,35,35,NA,NA,0.55,0.55,1.209886953,0.911413945,1.345045089,0.912604008,-1.105782961,-0.405295177,-0.379029872,-0.268234818,1.665593925,0.75417998,-0.911413945,0.911413945,0.298473008,-1.356798872
38860,"Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",16,0.0625,0.0625,0.125,0.125,0.0625,0.0625,1,0.9375,0.6875,0.0625,0.125,0.625,0.1875,1.9375,3.25,0.625,0.25,0.0625,0.0625,0,0.8125,31.375,28.1875,2.0625,1.75,1.703125,2,2.95213415,1.903158288,2.445125788,1.283870386,1.186846142,0.401067518,1.065914303,0.132155132,3.081022557,3.76783591,0.686813353,0.686813353,3.638947502,0.97694896
38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",21,0.142857143,0.142857143,0.238095238,0.238095238,0.095238095,0.095238095,1,0.857142857,0.523809524,0.571428571,0.047619048,0.095238095,0.285714286,2.476190476,2.285714286,0.666666667,0.333333333,0,0,0,0.952380952,35.85714286,36.28571429,2.116666667,2.033333333,1.583333333,1.357142857,2.141005305,3.60228164,2.042720542,3.081279711,0.119478895,1.782582515,0.537359337,2.070560207,3.473223651,4.752302776,1.279079126,1.279079126,3.420084431,0.824045168
38940,"Port St. Lucie, FL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,1,0,0,0,0,1,35,35,2.5,3,2,2,2.692461527,0,2.366743194,0.325718332,0.84514204,-1.146343219,0.962959608,-0.90115808,2.692461527,NA,NA,NA,NA,NA
39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,1,0,0.666666667,0,0.333333333,2,3,0.666666667,0.333333333,0,0,0,1,21.66666667,23.33333333,2.666666667,2.333333333,1.333333333,1.333333333,2.188113998,1.455590042,2.206126372,0.856427815,0.181469386,0.037160892,0.751991139,-0.328817689,NA,NA,NA,NA,NA,NA
39150,"Prescott, AZ Metropolitan Statistical Area",3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,0.666666667,0.333333333,0.333333333,0,0.333333333,0.333333333,2,2.333333333,0.333333333,0.333333333,0.333333333,0,0,0.333333333,26.33333333,29.66666667,2.5,2.5,1.733333333,1,2.155652466,0.97514051,1.919057477,0.145895482,0.138753144,-0.353480689,0.37492923,-1.095086931,NA,NA,NA,NA,NA,NA
39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",21,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,1,0.904761905,0.666666667,0.238095238,0.047619048,0.238095238,0.476190476,1.904761905,3.238095238,0.428571429,0.142857143,0.19047619,0.142857143,0.095238095,0.666666667,33,33.1,3.045454545,3.136363636,2.2415,2.25,2.601971115,3.860741854,2.272797847,3.329311356,0.726065395,1.992730095,0.839563404,2.338048415,2.296620371,4.52694201,2.230321639,2.230321639,4.832292754,1.810652944
39340,"Provo-Orem, UT Metropolitan Statistical Area",10,0,0,0,0,0,0,1,1,0.2,0.3,0.1,0.4,0.2,2.7,2.5,0.6,0,0.2,0.2,0,1,35,32,1.5,1.333333333,1.7625,1.6,2.346249463,2.215520542,2.123391036,1.76497025,0.389560391,0.655041508,0.643319164,0.650994333,3.001452333,3.23803836,0.236586027,0.236586027,2.58283549,0.239119911
39540,"Racine, WI Metropolitan Statistical Area",5,0,0,0,0,0,0,1,0.8,0,0.6,0,0.4,0,2.2,3,0.4,0,0.4,0.2,0,0.4,36,36,2.1,2,1.35,1.2,1.821208991,1.304106598,1.1032207,1.080423263,-0.301342179,-0.086006534,-0.696663608,-0.087251171,1.821208991,2.090038388,0.268829397,0.268829397,2.090038388,-0.105161768
39580,"Raleigh-Cary, NC Metropolitan Statistical Area",6,0,0,0,0,0,0,1,1,0.333333333,0.166666667,0.166666667,0.333333333,0.333333333,2.166666667,3,0.5,0.333333333,0.166666667,0,0,1,36.08333333,36,2.8,2.6,1.833333333,1.666666667,2.523598845,1.652014659,2.214232205,1.253614205,0.622935054,0.196868871,0.762638062,0.09952554,3.473223651,2.99781227,-0.47541138,0.47541138,2.048187464,-0.13439998
39660,"Rapid City, SD Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,0,1,0,0,0,1,42.5,45,5,5,2,2,3.12813125,0,2.838069999,0.290061251,1.418441334,-1.146343219,1.5820423,-0.93961224,3.12813125,NA,NA,NA,NA,NA
39740,"Reading, PA Metropolitan Statistical Area",7,0,0,0,0,0,0,1,0.857142857,0.142857143,0.428571429,0.285714286,0,0.285714286,1.714285714,3,0.428571429,0.285714286,0.142857143,0,0.142857143,0.142857143,59.05,87.38571429,2.35,8.9,1.857142857,1.571428571,1.868317684,2.55697288,1.420394275,2.00298039,-0.239351688,0.932667924,-0.280059525,0.907674911,NA,NA,NA,NA,NA,NA
39820,"Redding, CA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0.5,3,2,0.5,0.5,0,0,0,1,32.5,42.5,3.25,3.5,1,1,2.694815505,1.347083668,2.570238676,1.109178196,0.848239649,-0.051062945,1.230248735,-0.056240589,NA,NA,NA,NA,NA,NA
39900,"Reno-Sparks, NV Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,0,0,0.5,0.5,2.5,2.5,0.5,0,0.5,0,0,0.5,35,35,2,1.5,1,1,2.814438058,1.324851309,2.321568696,0.911409735,1.005651379,-0.069139524,0.903623391,-0.269522775,3.476863713,2.152012404,-1.324851309,1.324851309,1.489586749,-0.524653883
40060,"Richmond, VA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0,0,0.666666667,0,0,0.333333333,1.666666667,3,1,0,0,0,0,0.666666667,35,35,6.5,2.666666667,1.666666667,1.083333333,1.701477357,1.96828559,1.768819503,1.561660298,-0.45889745,0.454020909,0.177593266,0.431735961,NA,NA,NA,NA,NA,NA
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",20,0,0,0.05,0.05,0,0,1,0.7,0.85,0.15,0.1,0.35,0.4,2.35,1.95,0.45,0.4,0.1,0,0.05,0.85,29.97368421,28.52631579,2.625,2.90625,1.754,1.35,2.627423784,3.689661452,2.557874236,3.313756225,0.75955865,1.853628869,1.214008177,2.321273079,3.71344974,3.7875189,0.07406916,0.07406916,2.701492944,0.322017289
40220,"Roanoke, VA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0,0.666666667,0,0.333333333,0,2,3,0.333333333,0.666666667,0,0,0,0.666666667,38.33333333,38.33333333,3,3,2,2.666666667,1.476116591,1.129494586,1.332373344,0.875829063,-0.75545046,-0.227979223,-0.395674073,-0.307894533,2.090038388,1.476116591,-0.613921797,0.613921797,0.862194794,-0.962967248
40340,"Rochester, MN Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0,0,0,1,2,2.5,0.5,0,0.5,0,0,0.5,27.5,25,NA,NA,1.625,2,2.317125942,0.018996945,1.93361415,0.37401332,0.351236649,-1.130897274,0.394049263,-0.849074646,NA,NA,NA,NA,NA,NA
40380,"Rochester, NY Metropolitan Statistical Area",12,0,0,0,0,0,0,1,0.583333333,0.166666667,0.75,0.083333333,0,0.166666667,1.583333333,2.75,0.25,0.416666667,0.25,0.083333333,0,0.25,37.86363636,38.36363636,2.361111111,2.555555556,1.729166667,2.25,1.385661015,3.123294425,0.901857636,2.71797163,-0.874481265,1.393129906,-0.961151828,1.678752833,1.976824057,2.99781227,1.020988213,1.020988213,2.406649228,0.116031318
40420,"Rockford, IL Metropolitan Statistical Area",2,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,1,0,0,2,2,1,0,0,0,0,0.5,30,30,1.5,1,1,1,2.757200398,1.39881076,2.354040966,1.203736755,0.930332145,-0.009004932,0.946275367,0.045735509,NA,NA,NA,NA,NA,NA
40580,"Rocky Mount, NC Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,1,0,0,0,2.5,3,1,0,0,0,0,1,35,35,3,3,2,1,1.761343174,0.911413945,1.171820989,0.133815213,-0.380119815,-0.405295177,-0.606557866,-1.108114823,1.305636202,2.217050146,0.911413945,0.911413945,2.672757119,0.301941647
40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.833333333,1,0.166666667,0.333333333,0,0.5,2.5,2.333333333,0.5,0.5,0,0,0,0.666666667,35.41666667,40.83333333,1.625,1.875,1.583333333,1.166666667,2.772623038,0.97387952,2.350774335,0.761125086,0.95062685,-0.354505968,0.941984683,-0.431596334,NA,NA,NA,NA,NA,NA
40980,"Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0.666666667,0,0,0.333333333,2,3,0.666666667,0,0.333333333,0,0,0.333333333,26.16666667,22.33333333,2.333333333,2.333333333,1.666666667,1.333333333,1.821208991,1.35121529,1.090117439,0.602057785,-0.301342179,-0.047703625,-0.713874601,-0.60314149,2.482239481,1.821208991,-0.66103049,0.66103049,1.160178501,-0.754787592
41060,"St. Cloud, MN Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0.333333333,0.333333333,0,0.333333333,0.333333333,2,2.666666667,0.666666667,0.333333333,0,0,0,0.333333333,32.66666667,40,2.25,2.25,1.666666667,1.333333333,2.449996111,1.306922259,1.649077999,0.449648799,0.526080963,-0.083717189,0.020314088,-0.767506027,3.12813125,2.449996111,-0.678135139,0.678135139,1.771860972,-0.327449307
41100,"St. George, UT Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,0,1,15,25,1,1,1.5,1,1.197129828,0,1.252522117,0.055392289,-1.122570104,-1.146343219,-0.500557801,-1.192689545,1.197129828,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,1,0,0,0,2,2.5,0.5,0,0.5,0,0,0,45,45,3,2.5,2.5,1.5,1.140522663,1.361372656,0.548758786,0.601949086,-1.197059669,-0.039444924,-1.424943372,-0.603258716,1.821208991,0.459836335,-1.361372656,1.361372656,-0.220849993,-1.719612278
41180,"St. Louis, MO-IL Metropolitan Statistical Area",28,0,0,0,0,0,0,1,0.464285714,0.071428571,0.464285714,0.214285714,0.107142857,0.214285714,2.178571429,2.642857143,0.464285714,0.357142857,0.142857143,0.035714286,0,0.25,40.64285714,36.21428571,3.086538462,3.403846154,1.685185185,1.518518519,1.699657326,3.771207358,1.219971781,3.378238815,-0.461292435,1.91993182,-0.543312318,2.390813933,1.781047582,3.473223651,1.692176069,1.692176069,3.391833395,0.804308213
41420,"Salem, OR Metropolitan Statistical Area",3,0,0,0.333333333,0.333333333,0,0,1,1,0.666666667,0.333333333,0,0.333333333,0.333333333,2,2.333333333,1,0,0,0,0,1,35.16666667,30,1.833333333,1.666666667,1.916666667,1.333333333,2.842197204,1.095057373,2.500938917,0.934841448,1.042179736,-0.255979266,1.139224247,-0.244252987,3.391677745,2.842197204,-0.54948054,0.54948054,2.292716664,0.036434879
41500,"Salinas, CA Metropolitan Statistical Area",4,0,0,0,0,0,0,1,1,1,1,0,0,0,2.25,2,0.75,0.25,0,0,0,1,31.75,41,2.375,2,1.375,1,2.141005305,0.740933556,2.17583649,0.597425667,0.119478895,-0.543908547,0.712205704,-0.60813697,NA,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT Metropolitan Statistical Area",9,0,0,0,0,0,0,1,1,0.555555556,0.444444444,0.111111111,0,0.444444444,2.777777778,2.222222222,0.666666667,0.333333333,0,0,0,0.666666667,36.55555556,38.33333333,2.75,2.611111111,2.038888889,1.666666667,2.929047554,2.468993056,2.621074601,2.026961791,1.15646641,0.861133714,1.297021177,0.933537505,3.71344974,3.789494581,0.076044841,0.076044841,3.005092395,0.534120259
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",13,0,0,0,0,0,0,1,0.461538462,0.076923077,0.538461538,0.153846154,0,0.307692308,2.230769231,2.846153846,0.384615385,0.307692308,0.153846154,0,0.153846154,0.307692308,44.70833333,43.75,2.711538462,2.769230769,2.284615385,2.230769231,1.356384957,4.650869493,0.940507487,3.978192949,-0.913005731,2.635163254,-0.910385664,3.037830793,4.024679872,2.842197204,-1.182482668,1.182482668,0.173902289,-1.44382742
41740,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",11,0,0,0,0,0,0,1,0.818181818,1,0.363636364,0.181818182,0.272727273,0.181818182,2.181818182,2.090909091,0.818181818,0.090909091,0.090909091,0,0,0.727272727,29.72727273,29.63636364,4.954545455,4.818181818,1.590909091,1.272727273,2.421059963,1.971925652,2.457812928,1.263919495,0.488003785,0.456980553,1.082578724,0.110639216,3.717089802,3.317608584,-0.399481218,0.399481218,2.021578745,-0.152989567
41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",25,0,0,0.04,0.04,0,0,1,0.88,0.96,0.36,0.16,0.08,0.4,2.36,2.24,0.8,0.16,0.04,0,0,0.96,31.77083333,32.75,1.954545455,1.954545455,1.36,1.2,2.842197204,2.899379877,2.547615042,2.425634207,1.042179736,1.211070549,1.200532835,1.36348333,3.476863713,4.179719993,0.70285628,0.70285628,3.545053484,0.911352004
41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",4,0,0,0,0,0,0,1,1,1,0,0,0.25,0.75,2.25,2.5,1,0,0,0,0,1,36.25,30,2.25,2,1.25,1,3.317608584,0.788042248,3.087319315,0.20361632,1.667775212,-0.505605639,1.909428598,-1.032838247,3.317608584,3.869064806,0.551456221,0.551456221,3.869064806,1.13771527
42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",4,0.5,0.5,0.5,0.5,0.25,0.25,1,0.75,1,0.5,0,0,0.5,2.5,2,0.75,0.25,0,0,0,0.75,24.5,20.75,1.75,1.75,1.75,1.125,3.454086702,3.02055773,3.253583609,2.567348015,1.847367239,1.309597252,2.127814961,1.516313718,4.645990246,3.71344974,-0.932540506,0.932540506,2.521546196,0.196301516
42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,1,0.5,0,0,0.5,2.5,2,1,0,0,0,0,1,23.5,25,2.75,3,1.25,1,2.927227522,1.572444435,2.783361027,1.217529448,1.154071425,0.132172297,1.510182653,0.060610155,NA,NA,NA,NA,NA,NA
42140,"Santa Fe, NM Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0.5,0,0,1,0,2,2,1,0,0,0,0,1,18.5,24,2,2,1.5,1.5,2.429915407,0.99098417,2.252163662,0.758972313,0.499656694,-0.340598603,0.812460624,-0.433917979,2.925407491,1.934423322,-0.99098417,0.99098417,1.438931237,-0.560043224
42200,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,0,1,0,0,0,1,30,37.5,3,3,1.5,1,1.795912905,0,1.860466221,0.162956195,-0.334629387,-1.146343219,0.297970245,-1.07668791,1.795912905,1.795912905,0,0,1.795912905,-0.310645962
42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",3,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,0.333333333,0,0.333333333,0.333333333,2.666666667,2.333333333,0.666666667,0.333333333,0,0,0,1,33.33333333,28.33333333,2,1.666666667,2,1.333333333,3.695431131,1.351702067,3.428203889,0.88889046,2.164953206,-0.04730784,2.357176822,-0.293808549,NA,NA,NA,NA,NA,NA
42340,"Savannah, GA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,40,40,NA,NA,1.5,1,1.542222229,0,1.013010904,0.529211325,-0.668461823,-1.146343219,-0.815153206,-0.681702309,NA,NA,NA,NA,NA,NA
42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",10,0,0,0,0,0,0,1,0.5,0,0.6,0.1,0.2,0.1,1.7,2.6,0.4,0.5,0.1,0,0,0.3,28,27.4,3.1,2.9,1.7,1.4,1.313068863,2.483858379,1.016537731,2.014225371,-0.970005528,0.873220339,-0.810520756,0.919801991,1.367610217,2.65271987,1.285109653,1.285109653,2.598178516,0.249838973
42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",27,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,1,0.962962963,0.925925926,0.444444444,0.111111111,0.222222222,0.222222222,2.037037037,2.037037037,0.740740741,0.222222222,0,0.037037037,0,0.962962963,32.37037037,37.7037037,2.833333333,2.761904762,1.461111111,1.111111111,2.580315091,4.162147461,2.488241935,3.485554622,0.697568159,2.237795509,1.122546898,2.506548008,3.321248647,5.267875565,1.946626919,1.946626919,4.52694201,1.597326473
42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",3,0,0,0.333333333,0.333333333,0,0,1,1,0.333333333,0.333333333,0.333333333,0,0.333333333,2,2.333333333,0.333333333,0.333333333,0,0.333333333,0,1,25,30,2.25,1.5,1.333333333,1.333333333,1.476116591,3.072591153,1.355993901,2.639076531,-0.75545046,1.351904335,-0.364648725,1.593668897,2.707805247,0.866902751,-1.840902496,1.840902496,-0.364785905,-1.820169885
43300,"Sherman-Denison, TX Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,1.5,2.5,0.5,0,0,0,0.5,0.5,35,35,2,1,3,3,1.835798812,2.324026916,1.351679734,1.816535212,-0.282143383,0.743265346,-0.370315337,0.70660425,NA,NA,NA,NA,NA,NA
43420,"Sierra Vista-Douglas, AZ Micropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0,0.333333333,0,0.333333333,0.333333333,1.333333333,2.666666667,0.666666667,0,0,0.333333333,0,0.333333333,26.66666667,29.66666667,2.75,2.5,1.166666667,1.333333333,2.090038388,2.091386025,1.494678164,1.716139943,0.052411352,0.554110815,-0.182488436,0.598333587,2.090038388,2.20612996,0.116091572,0.116091572,2.20612996,-0.024056987
43620,"Sioux Falls, SD Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0.5,0,0,0.5,3.5,3.5,0,1,0,0,0,0.5,35,32.5,2,2,1.75,1.5,2.735987496,2.519741811,1.913745256,1.605739835,0.902418014,0.902396266,0.367951685,0.479273267,3.995858402,1.476116591,-2.519741811,2.519741811,0.216245685,-1.414245153
