GEOID,statename,place,type,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,total_nz,total_rz,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf_per,maxden5,maxden4,maxden3,maxden2,maxden1,sindex1,sindex2,sindex3,sindex4,sindex5,sindex6,sindex7,sindex8,height_st_median_sc,height_st_mode_sc,sindex9,sindex10,sindex11,sindex9_st,sindex10_st,zri,zri_st,add_index,zri_up,zri_up_st,wt_all_2019,st_wt_all_2019,wt_msa_2019,st_wt_msa_2019,wt_lmsa_2019,st_wt_lmsa_2019,timestamp
1323368,GA,Donalsonville,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,2,2,0,0,NA,NA,NA,NA,0,NA,NA,0.40908758,-1.65161936,6,NA,NA,11.37528507,0.719233727,NA,NA,NA,NA,11/16/2019 16:53
1324600,GA,Duluth,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,15,15,3,3,2,1,0.4,1,0,0,0,0,0,1,4,2,3,1,0,0,42,42,15,2,0.4,-1.537234509,0.164805906,2.99781227,1.098328161,11,2.024997121,0.539092436,3.466242177,0.219162708,3.349220845,0.37968516,2.537586027,0.551649136,11/16/2019 16:55
1325552,GA,Eastman,City,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,NA,NA,9,2.5,1,1,0.666666667,1,0,0,0,0,0,0,2,2,3,1,0,1,126,35,NA,1,0.666666667,NA,-0.882429958,1.697837295,-0.282607778,9,NA,NA,9.584700502,0.606019086,NA,NA,NA,NA,11/30/2021 21:57
1325720,GA,EastPoint,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,3,3,1,1,0.333333333,1,0,0,0,0,0,1,1,2,2,1,0,0,42,42,35,1,0.333333333,0.049086297,-0.882429958,1.665593925,-0.316859228,7,1.135088196,-0.476592924,3.064600619,0.193767814,2.90488957,0.329313447,2.319172749,0.504167989,11/16/2019 16:59
1328380,GA,Fairburn,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,48,48,1,1,2,2,0.444444444,0,1,0,0,0,0,1,4,2,3,2,0,0,14,14,48,2,0.444444444,1.08019482,0.164805906,2.65271987,0.731743798,12,1.74388105,0.218244459,3.909870017,0.2472123,3.515977744,0.398589593,2.208040004,0.480008697,11/18/2021 15:57
1328968,GA,Fayetteville,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,30,30,2,2,1,2,0.272727273,1,0,0,0,0,0,1,4,2,2,1,0,0,28,28,30,1,0.272727273,-0.347493905,-0.882429958,2.842197204,0.933021565,10,2.06310645,0.582587997,9.68485677,0.612351742,7.352340359,0.833499688,4.252328015,0.924419134,11/7/2021 13:49
1329528,GA,Fitzgerald,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,2,4,0,35,35,1,1,2,2,0.142857143,1,0,0,0,0,0,0,4,2,4,1,0,0,14,14,35,2,0.142857143,0.049086297,0.164805906,2.637854547,0.71595268,11,1.546400835,-0.007146879,10.32274844,0.6526842,NA,NA,NA,NA,7/16/2019 14:39
1335324,GA,Griffin,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,30,30,3,3,1,1,0.375,0,1,0,0,0,0,1,1,2,3,2,0,1,42,42,30,1,0.375,-0.347493905,-0.882429958,1.476116591,-0.518136996,10,1.376606656,-0.200939139,4.914297055,0.310719966,4.355381594,0.493748796,3.599528101,0.782506109,11/16/2019 17:12
1336472,GA,Hapeville,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,25,25,10,15,3,1,0.307692308,1,0,0,0,0,0,1,4,3,3,1,0,0,140,210,25,3,0.307692308,-0.744074106,1.21204177,3.393653426,1.518821853,12,2.207625401,0.747532721,3.723202851,0.235409754,3.287513932,0.372689743,2.871141596,0.624161217,7/16/2019 14:39
1337144,GA,Hartwell,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,3,3,2,2,0.4,0,1,0,0,0,0,1,4,2,2,2,0,1,42,42,35,2,0.4,0.049086297,0.164805906,2.497104804,0.566437203,12,2.240550859,0.785111741,16.86091422,1.066077738,NA,NA,NA,NA,7/16/2019 14:39
1337396,GA,Hawkinsville,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,3,2,0,20,20,NA,NA,2,2,0.5,1,0,0,0,0,0,0,2,3,2,1,0,0,NA,NA,20,2,0.5,-1.140654307,0.164805906,1.938063384,-0.027420681,8,1.267847983,-0.32506936,7.131360394,0.450899901,NA,NA,NA,NA,7/16/2019 14:39
1338964,GA,Hinesville,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,0,35,35,4.5,5,2,1,0.272727273,0,0,1,0,0,0,1,1,3,2,3,0,0,63,70,35,2,0.272727273,0.049086297,0.164805906,1.37125028,-0.629534261,10,0.801175782,-0.857699282,5.176797567,0.327317284,4.773170507,0.541111528,NA,NA,7/16/2019 14:39
1339524,GA,HollySprings,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,15,15,2,2,2,2,0.391304348,1,0,0,0,0,0,1,4,2,3,1,0,1,28,28,15,2,0.391304348,-1.537234509,0.164805906,2.99781227,1.098328161,12,2.518614085,1.102475395,13.01145628,0.822685158,10.81736783,1.226313292,5.488851796,1.193228651,11/18/2019 21:53
1342268,GA,Jesup,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,NA,NA,0.75,0.3,0.25,1,0,0,0,0,0,0,4,2,2,1,0,0,NA,NA,35,0.75,0.25,0.049086297,-1.144238924,2.326624415,0.385339489,9,1.651178483,0.112439654,12.08505378,0.764110809,NA,NA,NA,NA,11/14/2021 12:55
1342604,GA,Jonesboro,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,0,35,35,3,3,2,1,0.294117647,1,0,0,0,0,0,1,4,3,2,1,0,0,42,42,35,2,0.294117647,0.049086297,0.164805906,3.23803836,1.353515258,11,2.268110204,0.816566222,9.379583301,0.593049986,7.628869998,0.864848531,4.845533443,1.053376835,7/16/2019 14:39
1344312,GA,LaFayette,City,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,NA,NA,2.25,2,2,2,0.333333333,0,0,0,0,1,0,1,2,2,3,5,0,1,31.5,28,NA,2,0.333333333,NA,0.164805906,0.833040483,-1.201263152,14,NA,NA,13.55509058,0.857057934,10.627265,1.204762243,NA,NA,7/16/2019 14:39
1344340,GA,LaGrange,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,2.5,2,2,1,0.333333333,1,0,0,0,0,0,1,4,2,3,1,0,0,35,28,35,2,0.333333333,0.049086297,0.164805906,2.99781227,1.098328161,11,1.99949793,0.509989283,5.133274197,0.324565399,NA,NA,NA,NA,7/16/2019 14:39
1349756,GA,Marietta,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,40,35,3,3,2,2,0.466666667,1,0,0,0,0,0,1,4,2,3,1,0,0,42,42,40,2,0.466666667,0.445666498,0.164805906,2.99781227,1.098328161,11,2.017858438,0.530944797,2.473720541,0.156407794,2.890463003,0.327677976,2.244372597,0.487907086,11/18/2021 20:01
1351072,GA,Metter,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,3,3,1.75,2,0.2,1,0,0,0,0,0,0,4,2,3,1,0,0,42,42,35,1.75,0.2,0.049086297,-0.09700306,2.482239481,0.550646084,10,1.572957228,0.023162896,8.976888929,0.567588526,NA,NA,NA,NA,7/16/2019 14:40
1351492,GA,Milledgeville,City,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,1,3,5,0,0,NA,NA,NA,NA,NA,NA,NA,0.313827631,-1.75281199,12,NA,NA,5.681997307,0.359259928,NA,NA,NA,NA,7/16/2019 14:40
1353060,GA,Moultrie,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,20,20,14,3,2,1,0.333333333,0,1,0,0,0,0,1,4,2,3,2,1,0,196,42,20,2,0.333333333,-1.140654307,0.164805906,3.12813125,1.236763259,13,2.249403349,0.79521541,7.247150434,0.458221045,NA,NA,NA,NA,11/18/2019 22:19
1355020,GA,Newnan,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,3,3,2,1,0.5,1,0,0,0,0,0,1,3,2,3,1,1,1,42,42,35,2,0.5,0.049086297,0.164805906,3.081022557,1.18672069,12,2.714107272,1.325598866,5.618929258,0.355272277,5.442254,0.616962326,3.252344254,0.70703136,12/1/2021 9:02
1359724,GA,Peachtree,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,2,2,2,2,0.178571429,1,0,0,0,0,0,1,3,2,2,1,0,1,28,28,35,2,0.178571429,0.049086297,0.164805906,2.449996111,0.516394634,10,2.157085483,0.689849678,6.156297875,0.389248888,5.386052877,0.610591073,3.983786555,0.866040555,7/16/2019 14:40
1360340,GA,Perry,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,48,60,4,5,2,1,0.3,0,1,0,0,0,0,0,4,2,2,2,0,0,56,70,48,2,0.3,1.08019482,0.164805906,1.981532015,0.018755126,10,1.297413033,-0.291325695,11.39062059,0.720203358,9.123410594,1.034277456,NA,NA,10/4/2021 21:57
1362328,GA,PortWentworth,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,40,40,NA,NA,1.5,1,0.5,1,0,0,0,0,0,0,2,2,2,1,0,0,NA,NA,40,1.5,0.5,0.445666498,-0.358812026,1.542222229,-0.447914374,7,1.013010904,-0.615924169,7.097446325,0.448755591,5.514294895,0.625129258,NA,NA,11/18/2019 23:21
1362524,GA,PowderSprings,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,27.5,35,2,2,1,1,0.2,0,1,0,0,0,0,1,2,2,2,2,0,1,28,28,27.5,1,0.2,-0.545784005,-0.882429958,1.712702618,-0.26681666,10,1.660543151,0.12312789,13.50880473,0.854131383,8.89574166,1.008467717,4.226788061,0.91886697,12/1/2021 10:04
1366276,GA,Rockmart,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,23,23,8.75,15.5,2,2,0.083333333,0,0,0,1,0,0,1,1,2,3,4,0,0,122.5,217,23,2,0.083333333,-0.902706187,0.164805906,0.78593179,-1.251305721,11,0.239058139,-1.499264554,11.82237026,0.74750192,NA,NA,NA,NA,6/5/2019 0:46
1367256,GA,Rossville,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,25,10,1.5,1,2,2,0.2,1,0,0,0,0,0,1,4,1,3,1,0,1,21,14,25,2,0.2,-0.744074106,0.164805906,2.601971115,0.677834468,11,2.2042549,0.743685846,14.580014,0.92186154,11.33264726,1.284728058,NA,NA,1/4/2022 21:20
1367984,GA,StMarys,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,NA,NA,1,1,0.6,1,0,0,0,0,0,0,1,2,2,1,0,0,NA,NA,35,1,0.6,0.049086297,-0.882429958,1.150021136,-0.864541305,6,0.756894065,-0.908239613,10.82124913,0.684203279,NA,NA,NA,NA,7/16/2019 14:40
1371660,GA,SocialCircle,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,10,10,5,5,2,2,0.125,0,0,1,0,0,0,1,4,2,2,3,0,0,70,70,10,2,0.125,-1.93381471,0.164805906,2.152012404,0.19985284,12,1.453773447,-0.112865879,23.83029582,1.506736084,15.86143791,1.798135409,7.264622273,1.579265711,7/16/2019 14:40
1374180,GA,SugarHill,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,0,40,30,4,4,4.65,1,0.307692308,0,0,1,0,0,0,1,1,3,3,3,0,0,56,56,40,4.65,0.307692308,0.445666498,2.939980945,1.526865346,-0.464227666,11,0.617084989,-1.067808787,11.6181188,0.734587559,9.147056033,1.036958026,4.107072541,0.892841857,11/19/2019 11:28
1374936,GA,Suwanee,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,1,22.5,10,1,1,2,2,0.25,0,0,1,0,0,0,1,2,3,3,3,0,1,14,14,22.5,2,0.25,-0.942364207,0.164805906,1.919066439,-0.047600735,13,1.613487767,0.069421873,5.597641942,0.353926328,5.067183934,0.574442425,3.255302377,0.70767443,12/14/2021 15:18
1375300,GA,Tallapoosa,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,NA,NA,NA,NA,2,2,0.636363636,0,0,1,0,0,0,0,3,2,3,3,0,0,NA,NA,NA,2,0.636363636,NA,0.164805906,1.399853587,-0.599149572,11,NA,NA,24.96675893,1.578592094,16.75949738,1.89994412,13.86958105,3.015126315,1/4/2022 21:25
1378044,GA,Tyrone,Town,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,3,3,0,35,35,NA,NA,2,3,0.25,1,0,0,0,0,0,1,3,3,3,1,1,0,NA,NA,35,2,0.25,0.049086297,0.164805906,3.476863713,1.607214383,12,2.453390714,1.028033594,10.435024,0.659783131,7.706541131,0.873653736,4.621411826,1.004654745,7/16/2019 14:40
1378324,GA,Union,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,25,25,20,20,2,2,0.357142857,0,0,1,0,0,0,1,3,3,3,3,0,1,280,280,25,2,0.357142857,-0.744074106,0.164805906,2.311267532,0.369026197,14,1.94080459,0.443000444,3.500887155,0.221353232,3.266208844,0.370274487,2.156743612,0.468857307,12/1/2021 11:33
1379528,GA,VillaRica,City,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,30,30,NA,NA,2.5,2,0.266666667,0,0,0,0,1,0,1,1,1,2,5,0,1,NA,NA,30,2.5,0.266666667,-0.347493905,0.688423838,-0.110616832,-2.203690372,11,0.1834843,-1.562692993,6.900566001,0.43630729,5.886560523,0.667331233,3.37707799,0.734147389,11/20/2019 10:23
1380508,GA,WarnerRobins,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,50,70,30,35,1,2,0.25,1,0,0,0,0,0,1,3,2,3,1,0,0,420,490,50,1,0.25,1.2388269,-0.882429958,2.605611177,0.68170123,10,1.733871818,0.206820559,4.766874682,0.30139878,4.261194319,0.483071235,NA,NA,7/16/2019 14:40
1380704,GA,Washington,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,30,40,1,1,5.5,5.5,0.5,0,1,0,0,0,0,0,4,1,3,2,0,0,14,14,30,5.5,0.5,-0.347493905,3.83013143,1.741305925,-0.236431971,10,0.821770144,-0.83419419,21.54512997,1.36225018,NA,NA,NA,NA,7/16/2019 14:40
1384176,GA,Woodstock,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,66.5,85,5,5,2,2,0.470588235,1,0,0,0,0,0,1,4,2,2,1,1,1,70,70,66.5,2,0.470588235,2.547541565,0.164805906,3.317608584,1.438041026,12,2.997391836,1.648921822,6.057515981,0.383003131,5.497718985,0.623250126,4.013970986,0.872602388,11/2/2021 12:57
1571550,HI,Honolulu,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,100,350,2,2,1,1,0.736842105,0,1,0,0,0,0,1,2,2,3,2,1,1,28,28,100,1,0.736842105,5.204628913,-0.882429958,2.343729064,0.403509396,12,2.200503828,0.739404611,1.079731223,0.06826898,1.171428669,0.13279927,NA,NA,11/21/2019 9:46
1601900,ID,AmericanFalls,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,35,35,NA,NA,0.1,0.1,0.5,1,0,0,0,0,0,0,1,1,2,1,0,1,NA,NA,35,0.1,0.5,0.049086297,-1.824942236,0.75417998,-1.285034998,6,1.02330619,-0.604173785,11.40063906,0.720836803,6.013298233,0.681698882,NA,NA,6/5/2019 11:00
1601990,ID,Ammon,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,NA,NA,1,1,2.5,2,0.222222222,0,0,1,0,0,0,1,3,2,3,3,0,1,14,14,NA,2.5,0.222222222,NA,0.688423838,1.915426377,-0.051467496,13,NA,NA,7.105474916,0.449263221,4.466693397,0.506367683,NA,NA,12/15/2019 13:19
1607840,ID,Blackfoot,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,0,NA,NA,NA,NA,2,2,0.6,1,0,0,0,0,0,1,1,3,2,1,0,0,NA,NA,NA,2,0.6,NA,0.164805906,2.06143508,0.103634464,8,NA,NA,6.966282866,0.44046242,NA,NA,NA,NA,6/5/2019 11:00
1608830,ID,Boise,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,3,4,1,35,15,2,2,1.625,1,0.5,1,0,0,0,0,0,1,3,3,4,1,1,1,28,28,35,1.625,0.5,0.049086297,-0.227907543,3.632478779,1.772520978,14,3.016569311,1.67080977,1.658429316,0.104858761,1.733599207,0.196529857,NA,NA,12/16/2019 12:20
1632140,ID,Gooding,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,30,30,3,3,2,2,1,1,0,0,0,0,0,1,1,2,2,1,0,0,42,42,30,2,1,-0.347493905,0.164805906,1.665593925,-0.316859228,7,1.178192341,-0.427396599,14.9455436,0.944973155,NA,NA,NA,NA,6/5/2019 11:01
1646540,ID,Lewiston,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,2,2,2,2,0.75,1,0,0,0,0,0,1,1,2,3,1,0,1,28,28,35,2,0.75,0.049086297,0.164805906,1.821208991,-0.151552633,9,1.62887212,0.086980593,11.0545292,0.698953054,7.033247054,0.797325605,NA,NA,12/16/2019 12:34
1652120,ID,Meridian,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,20,7.5,7.5,4,10,0.8,1,0,0,0,0,0,1,1,2,2,1,1,1,105,105,35,4,0.8,0.049086297,2.259277634,2.141005305,0.188160232,9,1.999259177,0.509716786,4.368678313,0.276221718,3.534464421,0.400685339,NA,NA,6/5/2019 11:02
1654550,ID,Moscow,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,25,25,2,2,2,2,0.444444444,0,1,0,0,0,0,1,4,2,3,2,0,1,28,28,25,2,0.444444444,-0.744074106,0.164805906,2.65271987,0.731743798,13,2.255613525,0.802303309,1.734974586,0.109698546,NA,NA,NA,NA,7/29/2021 7:58
1654730,ID,MountainHome,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,12,12,2,2,2,2,0,1,0,0,0,0,0,1,1,2,2,1,0,1,28,28,12,2,0,-1.775182629,0.164805906,1.665593925,-0.316859228,8,1.521396346,-0.035685409,8.125630481,0.513765366,NA,NA,NA,NA,6/5/2019 11:03
1656260,ID,Nampa,City,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,30,30,2.5,2,2,1,0.571428571,1,0,0,0,0,0,0,2,3,2,1,1,1,35,28,30,2,0.571428571,-0.347493905,0.164805906,2.413474764,0.477598779,10,2.270961471,0.819820476,5.088025645,0.321704434,3.873951192,0.439171332,NA,NA,6/5/2019 11:04
1659320,ID,Orofino,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,25,25,NA,NA,1.5,2,0.5,0,0,1,0,0,0,0,1,2,2,3,0,0,NA,NA,25,1.5,0.5,-0.744074106,-0.358812026,0.459836335,-1.59771003,8,0.183407015,-1.562781202,12.39173135,0.783501342,NA,NA,NA,NA,6/5/2019 11:04
1661300,ID,Payette,City,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,20,20,2,2,1.5,2,0.5,0,0,1,0,0,0,0,4,2,2,3,1,0,28,28,20,1.5,0.5,-1.140654307,-0.358812026,2.111850994,0.157190224,12,1.624956069,0.082511062,10.23532872,0.647156847,NA,NA,NA,NA,6/5/2019 11:05
1664090,ID,Pocatello,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,NA,NA,1,1,0.555555556,1,0,0,0,0,0,1,1,2,2,1,0,1,NA,NA,35,1,0.555555556,0.049086297,-0.882429958,1.665593925,-0.316859228,8,1.666783988,0.130250784,4.954195091,0.313242629,3.557391348,0.403284455,NA,NA,6/5/2019 11:05
1664810,ID,PostFalls,City,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,3,3,2,2,0.428571429,1,0,0,0,0,0,1,1,2,2,1,1,1,42,42,35,2,0.428571429,0.049086297,0.164805906,2.141005305,0.188160232,9,2.078923805,0.600640918,10.81933585,0.684082306,7.284046479,0.825757537,NA,NA,10/17/2021 23:06
1667780,ID,Rigby,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,NA,NA,2.5,2,1,1,1,1,0,0,0,0,0,1,1,2,2,1,0,0,35,28,NA,1,1,NA,-0.882429958,1.665593925,-0.316859228,7,NA,NA,6.226576572,0.393692452,4.115480185,0.46655232,NA,NA,6/5/2019 11:06
1671020,ID,StAnthony,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,10,6,6,2,2,0,1,0,0,0,0,0,0,1,2,2,1,0,1,84,84,30,2,0,-0.347493905,0.164805906,1.150021136,-0.864541305,7,1.086173188,-0.532421398,10.84762623,0.685871043,NA,NA,NA,NA,12/16/2019 13:21
1671650,ID,Salmon,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,2,2,3,0,1,NA,NA,NA,NA,0,NA,NA,0.459836335,-1.59771003,9,NA,NA,14.35021078,0.907331599,NA,NA,NA,NA,12/16/2019 13:30
1672100,ID,Sandpoint,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,15,15,2,2,1.4,1.4,0.428571429,1,0,0,0,0,0,1,1,2,2,1,1,1,28,28,15,1.4,0.428571429,-1.537234509,-0.463535613,2.141005305,0.188160232,9,2.135703715,0.66544589,4.313211323,0.272714665,NA,NA,NA,NA,6/5/2019 11:07
1673450,ID,Shelley,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,NA,NA,20,2,1,1,0.3,0,1,0,0,0,0,1,1,2,2,2,0,0,280,28,NA,1,0.3,NA,-0.882429958,1.320501525,-0.683443591,8,NA,NA,12.67896461,0.801662456,NA,NA,NA,NA,3/4/2021 13:43
1700113,IL,Abingdon,City,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,35,35,2.5,2,1.5,1,0.4,1,0,0,0,0,0,1,1,0,3,1,0,0,35,28,35,1.5,0.4,0.049086297,-0.358812026,1.02952668,-0.992540018,6,0.560214309,-1.132717359,46.12652018,2.916476275,NA,NA,NA,NA,1/2/2022 17:12
1700243,IL,Addison,Village,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,30,30,2,2,2,2,0.333333333,1,0,0,0,0,0,0,1,2,2,1,0,0,28,28,30,2,0.333333333,-0.347493905,0.164805906,1.150021136,-0.864541305,6,0.64608964,-1.034704726,8.380735066,0.529895056,7.085625519,0.803263501,5.625646482,1.076823209,12/1/2021 18:08
